Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Value,LowCI,HighCI,Quartile Range,Usage_Category
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Some college/Associate's degree,3.1,28,"Apr 14 - Apr 26, 2021",24.5,23.4,25.7,9.8-11.2,High
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,3.1,28,"Apr 14 - Apr 26, 2021",19.9,19.3,20.6,9.8-11.2,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Disability status,United States,With disability,3.1,28,"Apr 14 - Apr 26, 2021",41.3,39.1,43.6,9.8-11.2,High
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Disability status,United States,Without disability,3.1,28,"Apr 14 - Apr 26, 2021",18.1,17.5,18.7,9.8-11.2,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Alabama,Alabama,3.1,28,"Apr 14 - Apr 26, 2021",22.1,17.7,27.1,21.1-23.8,High
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Alaska,Alaska,3.1,28,"Apr 14 - Apr 26, 2021",18.0,14.9,21.4,14.7-19.9,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Arizona,Arizona,3.1,28,"Apr 14 - Apr 26, 2021",22.6,18.8,26.9,21.1-23.8,High
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Arkansas,Arkansas,3.1,28,"Apr 14 - Apr 26, 2021",21.7,17.1,26.9,21.1-23.8,High
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,California,California,3.1,28,"Apr 14 - Apr 26, 2021",19.3,17.1,21.7,14.7-19.9,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Colorado,Colorado,3.1,28,"Apr 14 - Apr 26, 2021",21.4,18.9,24.1,21.1-23.8,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Connecticut,Connecticut,3.1,28,"Apr 14 - Apr 26, 2021",20.7,17.3,24.5,20.0-21.0,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Delaware,Delaware,3.1,28,"Apr 14 - Apr 26, 2021",20.1,14.0,27.5,20.0-21.0,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,District of Columbia,District of Columbia,3.1,28,"Apr 14 - Apr 26, 2021",19.9,14.9,25.8,14.7-19.9,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Florida,Florida,3.1,28,"Apr 14 - Apr 26, 2021",17.6,14.8,20.6,14.7-19.9,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Georgia,Georgia,3.1,28,"Apr 14 - Apr 26, 2021",20.7,17.2,24.5,20.0-21.0,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Hawaii,Hawaii,3.1,28,"Apr 14 - Apr 26, 2021",14.7,11.5,18.3,14.7-19.9,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Idaho,Idaho,3.1,28,"Apr 14 - Apr 26, 2021",18.7,15.4,22.4,14.7-19.9,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Illinois,Illinois,3.1,28,"Apr 14 - Apr 26, 2021",19.2,16.6,22.0,14.7-19.9,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Indiana,Indiana,3.1,28,"Apr 14 - Apr 26, 2021",26.0,21.6,30.9,23.9-32.3,High
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Iowa,Iowa,3.1,28,"Apr 14 - Apr 26, 2021",22.9,18.4,27.9,21.1-23.8,High
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Kansas,Kansas,3.1,28,"Apr 14 - Apr 26, 2021",28.3,23.5,33.6,23.9-32.3,High
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Kentucky,Kentucky,3.1,28,"Apr 14 - Apr 26, 2021",26.2,19.7,33.4,23.9-32.3,High
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Louisiana,Louisiana,3.1,28,"Apr 14 - Apr 26, 2021",19.6,14.1,26.2,14.7-19.9,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Maine,Maine,3.1,28,"Apr 14 - Apr 26, 2021",25.3,20.4,30.8,23.9-32.3,High
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Maryland,Maryland,3.1,28,"Apr 14 - Apr 26, 2021",20.1,17.0,23.6,20.0-21.0,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Massachusetts,Massachusetts,3.1,28,"Apr 14 - Apr 26, 2021",21.9,18.9,25.1,21.1-23.8,High
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Michigan,Michigan,3.1,28,"Apr 14 - Apr 26, 2021",22.6,19.9,25.6,21.1-23.8,High
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Minnesota,Minnesota,3.1,28,"Apr 14 - Apr 26, 2021",23.4,19.4,27.8,21.1-23.8,High
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Mississippi,Mississippi,3.1,28,"Apr 14 - Apr 26, 2021",18.6,14.6,23.2,14.7-19.9,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Missouri,Missouri,3.1,28,"Apr 14 - Apr 26, 2021",26.1,21.5,31.1,23.9-32.3,High
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Montana,Montana,3.1,28,"Apr 14 - Apr 26, 2021",23.1,19.2,27.5,21.1-23.8,High
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Nebraska,Nebraska,3.1,28,"Apr 14 - Apr 26, 2021",20.3,17.1,23.7,20.0-21.0,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Nevada,Nevada,3.1,28,"Apr 14 - Apr 26, 2021",20.4,15.9,25.5,20.0-21.0,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New Hampshire,New Hampshire,3.1,28,"Apr 14 - Apr 26, 2021",24.4,20.5,28.6,23.9-32.3,High
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New Jersey,New Jersey,3.1,28,"Apr 14 - Apr 26, 2021",15.8,13.5,18.3,14.7-19.9,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New Mexico,New Mexico,3.1,28,"Apr 14 - Apr 26, 2021",17.3,14.2,20.7,14.7-19.9,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New York,New York,3.1,28,"Apr 14 - Apr 26, 2021",20.6,17.5,23.9,20.0-21.0,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,North Carolina,North Carolina,3.1,28,"Apr 14 - Apr 26, 2021",25.4,21.1,29.9,23.9-32.3,High
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,North Dakota,North Dakota,3.1,28,"Apr 14 - Apr 26, 2021",22.4,16.4,29.5,21.1-23.8,High
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Ohio,Ohio,3.1,28,"Apr 14 - Apr 26, 2021",20.8,16.7,25.5,20.0-21.0,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Oklahoma,Oklahoma,3.1,28,"Apr 14 - Apr 26, 2021",20.5,16.2,25.3,20.0-21.0,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Oregon,Oregon,3.1,28,"Apr 14 - Apr 26, 2021",23.9,20.4,27.6,23.9-32.3,High
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,3.1,28,"Apr 14 - Apr 26, 2021",23.8,20.7,27.1,21.1-23.8,High
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Rhode Island,Rhode Island,3.1,28,"Apr 14 - Apr 26, 2021",21.6,17.6,26.0,21.1-23.8,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Carolina,South Carolina,3.1,28,"Apr 14 - Apr 26, 2021",21.0,15.9,27.0,20.0-21.0,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Dakota,South Dakota,3.1,28,"Apr 14 - Apr 26, 2021",23.9,17.1,31.9,23.9-32.3,High
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Tennessee,Tennessee,3.1,28,"Apr 14 - Apr 26, 2021",24.7,20.9,28.9,23.9-32.3,High
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Texas,Texas,3.1,28,"Apr 14 - Apr 26, 2021",20.4,17.4,23.6,20.0-21.0,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Utah,Utah,3.1,28,"Apr 14 - Apr 26, 2021",25.1,21.1,29.4,23.9-32.3,High
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Vermont,Vermont,3.1,28,"Apr 14 - Apr 26, 2021",22.1,16.7,28.4,21.1-23.8,High
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Virginia,Virginia,3.1,28,"Apr 14 - Apr 26, 2021",20.9,18.0,24.1,20.0-21.0,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Washington,Washington,3.1,28,"Apr 14 - Apr 26, 2021",20.2,17.4,23.2,20.0-21.0,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,West Virginia,West Virginia,3.1,28,"Apr 14 - Apr 26, 2021",32.3,25.4,39.8,23.9-32.3,High
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Wisconsin,Wisconsin,3.1,28,"Apr 14 - Apr 26, 2021",19.4,16.5,22.6,14.7-19.9,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Wyoming,Wyoming,3.1,28,"Apr 14 - Apr 26, 2021",18.8,14.9,23.3,14.7-19.9,Medium
"Received Counseling or Therapy, Last 4 Weeks",National Estimate,United States,United States,-1,1,"Mar 30 - Apr 13, 2021",17.45073633245915,14.771565462981643,20.47566068186403,9.8-11.2,Medium
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,18 - 29 years,-1,1,"Mar 30 - Apr 13, 2021",17.45073633245915,14.771565462981643,20.47566068186403,9.8-11.2,Medium
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,30 - 39 years,-1,1,"Mar 30 - Apr 13, 2021",17.45073633245915,14.771565462981643,20.47566068186403,9.8-11.2,Medium
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,40 - 49 years,-1,1,"Mar 30 - Apr 13, 2021",17.45073633245915,14.771565462981643,20.47566068186403,9.8-11.2,Medium
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,50 - 59 years,-1,1,"Mar 30 - Apr 13, 2021",17.45073633245915,14.771565462981643,20.47566068186403,9.8-11.2,Medium
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,60 - 69 years,-1,1,"Mar 30 - Apr 13, 2021",17.45073633245915,14.771565462981643,20.47566068186403,9.8-11.2,Medium
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,70 - 79 years,-1,1,"Mar 30 - Apr 13, 2021",17.45073633245915,14.771565462981643,20.47566068186403,9.8-11.2,Medium
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,80 years and above,-1,1,"Mar 30 - Apr 13, 2021",17.45073633245915,14.771565462981643,20.47566068186403,9.8-11.2,Medium
"Received Counseling or Therapy, Last 4 Weeks",By Sex,United States,Male,-1,1,"Mar 30 - Apr 13, 2021",17.45073633245915,14.771565462981643,20.47566068186403,9.8-11.2,Medium
"Received Counseling or Therapy, Last 4 Weeks",By Sex,United States,Female,-1,1,"Mar 30 - Apr 13, 2021",17.45073633245915,14.771565462981643,20.47566068186403,9.8-11.2,Medium
"Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,-1,1,"Mar 30 - Apr 13, 2021",17.45073633245915,14.771565462981643,20.47566068186403,9.8-11.2,Medium
"Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,-1,1,"Mar 30 - Apr 13, 2021",17.45073633245915,14.771565462981643,20.47566068186403,9.8-11.2,Medium
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,-1,1,"Mar 30 - Apr 13, 2021",17.45073633245915,14.771565462981643,20.47566068186403,9.8-11.2,Medium
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",-1,1,"Mar 30 - Apr 13, 2021",17.45073633245915,14.771565462981643,20.47566068186403,9.8-11.2,Medium
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",-1,1,"Mar 30 - Apr 13, 2021",17.45073633245915,14.771565462981643,20.47566068186403,9.8-11.2,Medium
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",-1,1,"Mar 30 - Apr 13, 2021",17.45073633245915,14.771565462981643,20.47566068186403,9.8-11.2,Medium
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",-1,1,"Mar 30 - Apr 13, 2021",17.45073633245915,14.771565462981643,20.47566068186403,9.8-11.2,Medium
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Less than a high school diploma,-1,1,"Mar 30 - Apr 13, 2021",17.45073633245915,14.771565462981643,20.47566068186403,9.8-11.2,Medium
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,High school diploma or GED,-1,1,"Mar 30 - Apr 13, 2021",17.45073633245915,14.771565462981643,20.47566068186403,9.8-11.2,Medium
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Some college/Associate's degree,-1,1,"Mar 30 - Apr 13, 2021",17.45073633245915,14.771565462981643,20.47566068186403,9.8-11.2,Medium
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,-1,1,"Mar 30 - Apr 13, 2021",17.45073633245915,14.771565462981643,20.47566068186403,9.8-11.2,Medium
"Received Counseling or Therapy, Last 4 Weeks",National Estimate,United States,United States,3.1,28,"Apr 14 - Apr 26, 2021",9.8,9.4,10.3,9.8-11.2,Low
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,18 - 29 years,3.1,28,"Apr 14 - Apr 26, 2021",17.5,15.2,19.9,9.8-11.2,Medium
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,30 - 39 years,3.1,28,"Apr 14 - Apr 26, 2021",13.7,12.4,15.1,9.8-11.2,Medium
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,40 - 49 years,3.1,28,"Apr 14 - Apr 26, 2021",11.6,10.5,12.9,9.8-11.2,Low
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,50 - 59 years,3.1,28,"Apr 14 - Apr 26, 2021",7.8,7.1,8.6,9.8-11.2,Low
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,60 - 69 years,3.1,28,"Apr 14 - Apr 26, 2021",5.5,4.9,6.3,9.8-11.2,Low
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,70 - 79 years,3.1,28,"Apr 14 - Apr 26, 2021",4.0,3.2,4.9,9.8-11.2,Low
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,80 years and above,3.1,28,"Apr 14 - Apr 26, 2021",17.45073633245915,14.771565462981643,20.47566068186403,9.8-11.2,Medium
"Received Counseling or Therapy, Last 4 Weeks",By Sex,United States,Male,3.1,28,"Apr 14 - Apr 26, 2021",7.5,6.7,8.4,9.8-11.2,Low
"Received Counseling or Therapy, Last 4 Weeks",By Sex,United States,Female,3.1,28,"Apr 14 - Apr 26, 2021",11.9,11.2,12.6,9.8-11.2,Medium
"Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,3.1,28,"Apr 14 - Apr 26, 2021",5.7,5.3,6.0,9.8-11.2,Low
"Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,3.1,28,"Apr 14 - Apr 26, 2021",18.6,17.5,19.8,9.8-11.2,Medium
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.1,28,"Apr 14 - Apr 26, 2021",8.6,7.3,10.0,9.8-11.2,Low
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.1,28,"Apr 14 - Apr 26, 2021",10.5,10.0,11.1,9.8-11.2,Low
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.1,28,"Apr 14 - Apr 26, 2021",8.3,7.3,9.5,9.8-11.2,Low
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.1,28,"Apr 14 - Apr 26, 2021",5.6,4.2,7.3,9.8-11.2,Low
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.1,28,"Apr 14 - Apr 26, 2021",13.0,10.6,15.6,9.8-11.2,Medium
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Less than a high school diploma,3.1,28,"Apr 14 - Apr 26, 2021",7.5,5.2,10.3,9.8-11.2,Low
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,High school diploma or GED,3.1,28,"Apr 14 - Apr 26, 2021",6.1,5.1,7.2,9.8-11.2,Low
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Some college/Associate's degree,3.1,28,"Apr 14 - Apr 26, 2021",11.2,10.4,12.1,9.8-11.2,Low
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,3.1,28,"Apr 14 - Apr 26, 2021",12.2,11.6,12.9,9.8-11.2,Medium
"Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,With disability,3.1,28,"Apr 14 - Apr 26, 2021",18.9,17.2,20.8,9.8-11.2,Medium
"Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,Without disability,3.1,28,"Apr 14 - Apr 26, 2021",8.4,7.9,9.0,9.8-11.2,Low
"Received Counseling or Therapy, Last 4 Weeks",By State,Alabama,Alabama,3.1,28,"Apr 14 - Apr 26, 2021",7.7,5.0,11.1,5.7-8.2,Low
"Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,3.1,28,"Apr 14 - Apr 26, 2021",10.4,8.2,13.0,9.6-11.3,Low
"Received Counseling or Therapy, Last 4 Weeks",By State,Arizona,Arizona,3.1,28,"Apr 14 - Apr 26, 2021",11.3,7.8,15.6,9.6-11.3,Low
"Received Counseling or Therapy, Last 4 Weeks",By State,Arkansas,Arkansas,3.1,28,"Apr 14 - Apr 26, 2021",5.7,3.9,7.9,5.7-8.2,Low
"Received Counseling or Therapy, Last 4 Weeks",By State,California,California,3.1,28,"Apr 14 - Apr 26, 2021",10.0,8.4,11.7,9.6-11.3,Low
"Received Counseling or Therapy, Last 4 Weeks",By State,Colorado,Colorado,3.1,28,"Apr 14 - Apr 26, 2021",14.1,10.6,18.2,11.4-27.6,Medium
"Received Counseling or Therapy, Last 4 Weeks",By State,Connecticut,Connecticut,3.1,28,"Apr 14 - Apr 26, 2021",13.0,10.0,16.5,11.4-27.6,Medium
"Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,3.1,28,"Apr 14 - Apr 26, 2021",9.4,5.7,14.6,8.3-9.5,Low
"Received Counseling or Therapy, Last 4 Weeks",By State,District of Columbia,District of Columbia,3.1,28,"Apr 14 - Apr 26, 2021",27.6,21.4,34.4,11.4-27.6,High
"Received Counseling or Therapy, Last 4 Weeks",By State,Florida,Florida,3.1,28,"Apr 14 - Apr 26, 2021",9.5,6.7,12.9,8.3-9.5,Low
"Received Counseling or Therapy, Last 4 Weeks",By State,Georgia,Georgia,3.1,28,"Apr 14 - Apr 26, 2021",9.5,6.5,13.4,8.3-9.5,Low
"Received Counseling or Therapy, Last 4 Weeks",By State,Hawaii,Hawaii,3.1,28,"Apr 14 - Apr 26, 2021",13.7,10.0,18.0,11.4-27.6,Medium
"Received Counseling or Therapy, Last 4 Weeks",By State,Idaho,Idaho,3.1,28,"Apr 14 - Apr 26, 2021",9.6,6.9,12.8,9.6-11.3,Low
"Received Counseling or Therapy, Last 4 Weeks",By State,Illinois,Illinois,3.1,28,"Apr 14 - Apr 26, 2021",9.5,7.8,11.4,8.3-9.5,Low
"Received Counseling or Therapy, Last 4 Weeks",By State,Indiana,Indiana,3.1,28,"Apr 14 - Apr 26, 2021",12.0,8.6,16.2,11.4-27.6,Medium
"Received Counseling or Therapy, Last 4 Weeks",By State,Iowa,Iowa,3.1,28,"Apr 14 - Apr 26, 2021",8.9,5.9,12.9,8.3-9.5,Low
"Received Counseling or Therapy, Last 4 Weeks",By State,Kansas,Kansas,3.1,28,"Apr 14 - Apr 26, 2021",9.1,5.9,13.2,8.3-9.5,Low
"Received Counseling or Therapy, Last 4 Weeks",By State,Kentucky,Kentucky,3.1,28,"Apr 14 - Apr 26, 2021",7.0,4.2,10.8,5.7-8.2,Low
"Received Counseling or Therapy, Last 4 Weeks",By State,Louisiana,Louisiana,3.1,28,"Apr 14 - Apr 26, 2021",9.8,6.4,14.3,9.6-11.3,Low
"Received Counseling or Therapy, Last 4 Weeks",By State,Maine,Maine,3.1,28,"Apr 14 - Apr 26, 2021",11.4,8.1,15.4,11.4-27.6,Low
"Received Counseling or Therapy, Last 4 Weeks",By State,Maryland,Maryland,3.1,28,"Apr 14 - Apr 26, 2021",11.9,9.4,14.7,11.4-27.6,Medium
"Received Counseling or Therapy, Last 4 Weeks",By State,Massachusetts,Massachusetts,3.1,28,"Apr 14 - Apr 26, 2021",14.3,11.7,17.3,11.4-27.6,Medium
"Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,3.1,28,"Apr 14 - Apr 26, 2021",11.7,9.5,14.4,11.4-27.6,Low
"Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,3.1,28,"Apr 14 - Apr 26, 2021",8.8,6.9,11.1,8.3-9.5,Low
"Received Counseling or Therapy, Last 4 Weeks",By State,Mississippi,Mississippi,3.1,28,"Apr 14 - Apr 26, 2021",5.8,3.8,8.6,5.7-8.2,Low
"Received Counseling or Therapy, Last 4 Weeks",By State,Missouri,Missouri,3.1,28,"Apr 14 - Apr 26, 2021",10.6,8.0,13.8,9.6-11.3,Low
"Received Counseling or Therapy, Last 4 Weeks",By State,Montana,Montana,3.1,28,"Apr 14 - Apr 26, 2021",11.0,7.7,15.0,9.6-11.3,Low
"Received Counseling or Therapy, Last 4 Weeks",By State,Nebraska,Nebraska,3.1,28,"Apr 14 - Apr 26, 2021",7.4,5.3,9.8,5.7-8.2,Low
"Received Counseling or Therapy, Last 4 Weeks",By State,Nevada,Nevada,3.1,28,"Apr 14 - Apr 26, 2021",9.5,7.0,12.5,8.3-9.5,Low
"Received Counseling or Therapy, Last 4 Weeks",By State,New Hampshire,New Hampshire,3.1,28,"Apr 14 - Apr 26, 2021",9.4,6.2,13.4,8.3-9.5,Low
